,date,prediction,count
0,2015-01-06,0.4980695076623307,0
1,2015-01-07,0.5,0
2,2015-01-08,0.4980843005617336,0
3,2015-01-09,0.49618328024211744,0
4,2015-01-12,0.4980988684773511,0
5,2015-01-13,0.5,0
6,2015-01-14,0.49811321650305784,0
7,2015-01-15,0.49624067234464897,0
8,2015-01-16,0.4981273495801066,0
9,2015-01-19,0.496268725983147,0
10,2015-01-20,0.49814127250280205,0
11,2015-01-21,0.49629636403516086,1
12,2015-01-22,0.49446517074048724,0
13,2015-01-23,0.4926470666194691,0
14,2015-01-26,0.4908425058481297,0
15,2015-01-27,0.4890511204460084,0
16,2015-01-28,0.4872727672709656,0
17,2015-01-29,0.48913045960527857,0
18,2015-01-30,0.48736465979391574,0
19,2015-02-02,0.48920865720944806,0
20,2015-02-03,0.49103944027905855,0
21,2015-02-04,0.48928573771986783,0
22,2015-02-05,0.4911032162152399,0
23,2015-02-06,0.48936172490396335,0
24,2015-02-09,0.4911660907328316,1
25,2015-02-10,0.49295775303830425,0
26,2015-02-11,0.4912280828087907,0
27,2015-02-12,0.4895105110389163,0
28,2015-02-13,0.4878049117643306,0
29,2015-02-17,0.4861111607487547,0
30,2015-02-18,0.4844291354549447,0
31,2015-02-19,0.4827587150161815,0
32,2015-02-20,0.4845361502878873,0
33,2015-02-23,0.4828768040965091,0
34,2015-02-24,0.4846417042056945,0
35,2015-02-25,0.4829932865740555,0
36,2015-02-26,0.48135604946958843,0
37,2015-02-27,0.4797298799512957,0
38,2015-03-02,0.4814815956194175,0
39,2015-03-03,0.4798659180392181,0
40,2015-03-04,0.48160546228387435,0
41,2015-03-05,0.4833334156939936,0
42,2015-03-06,0.48504989312588076,0
43,2015-03-09,0.4867550079394789,0
44,2015-03-10,0.488448872022086,0
45,2015-03-11,0.49013159581169663,0
46,2015-03-12,0.48852461659658486,0
47,2015-03-13,0.48692814352200386,0
48,2015-03-16,0.4885993742846507,0
49,2015-03-17,0.4902597562648239,0
50,2015-03-18,0.4919093942555043,0
51,2015-03-19,0.4903225962411458,0
52,2015-03-20,0.48874600515820954,0
53,2015-03-23,0.4871795232151678,0
54,2015-03-24,0.4888179152055452,0
55,2015-03-25,0.4872611816229456,0
56,2015-03-26,0.48888891212103214,0
57,2015-03-27,0.49050634355859235,0
58,2015-03-30,0.4921135729224162,0
59,2015-03-31,0.4905660518205056,0
60,2015-04-01,0.4921630174529712,0
61,2015-04-02,0.4937500040693862,0
62,2015-04-06,0.4922118458560778,0
63,2015-04-07,0.4906832432113273,0
64,2015-04-08,0.4891641077016162,0
65,2015-04-09,0.4876543519731543,0
66,2015-04-10,0.48923078973248835,2
67,2015-04-13,0.4877300915816434,0
68,2015-04-14,0.48623857463518116,1
69,2015-04-15,0.4847561551925663,0
70,2015-04-16,0.48632222995005137,5
71,2015-04-17,0.48484854109520603,0
72,2015-04-20,0.4833837597732267,0
73,2015-04-21,0.48493981393934815,0
74,2015-04-22,0.48648652602789266,0
75,2015-04-23,0.4880239795332245,0
76,2015-04-24,0.4865672027844581,0
77,2015-04-27,0.48809526488508237,0
78,2015-04-28,0.4866469219698306,0
79,2015-04-29,0.48816570663463643,0
80,2015-04-30,0.4896755335428833,0
81,2015-05-01,0.49117648136597025,0
82,2015-05-04,0.48973608729713203,0
83,2015-05-05,0.49122808070324553,1
84,2015-05-06,0.4897959348920975,0
85,2015-05-07,0.4912790800525183,0
86,2015-05-08,0.48985508860860894,0
87,2015-05-11,0.48843933018236807,0
88,2015-05-12,0.4870317338229946,0
89,2015-05-13,0.488505770407361,0
90,2015-05-14,0.48997136212208736,0
91,2015-05-15,0.48857145132467816,1
92,2015-05-18,0.48717951921127833,0
93,2015-05-19,0.48579549799172306,0
94,2015-05-20,0.4872521559577542,0
95,2015-05-21,0.4858757486871721,0
96,2015-05-22,0.48450709815591664,0
97,2015-05-26,0.4859550977056051,0
98,2015-05-27,0.4873949879148667,0
99,2015-05-28,0.4860335601584789,0
100,2015-05-29,0.4874652103285948,0
101,2015-06-01,0.4888889092170484,0
102,2015-06-02,0.49030472260831093,0
103,2015-06-03,0.48895029612565666,0
104,2015-06-04,0.49035813989441757,0
105,2015-06-05,0.4890110084600968,0
106,2015-06-08,0.4876712602687995,0
107,2015-06-09,0.48907105727877,0
108,2015-06-10,0.487738446418269,0
109,2015-06-11,0.48641307984576443,0
110,2015-06-12,0.48780490427209655,0
111,2015-06-15,0.48918920740692085,1
112,2015-06-16,0.4905660498084258,0
113,2015-06-17,0.48924732965700257,0
114,2015-06-18,0.4906166337996114,0
115,2015-06-19,0.4893048302848977,0
116,2015-06-22,0.49066667823227605,0
117,2015-06-23,0.48936171920994365,0
118,2015-06-24,0.4880636845444035,5
119,2015-06-25,0.4894180061415546,2
120,2015-06-26,0.49076518258893975,0
121,2015-06-29,0.49210527006494764,0
122,2015-06-30,0.49343832416512634,0
123,2015-07-01,0.4921466036221638,0
124,2015-07-02,0.4934725887295748,0
125,2015-07-06,0.49218750662370436,0
126,2015-07-07,0.49090910131897725,0
127,2015-07-08,0.4922279857620908,0
128,2015-07-09,0.49354005539509316,0
129,2015-07-10,0.49226804759185006,0
130,2015-07-13,0.49100258068232305,0
131,2015-07-14,0.4897436045016905,0
132,2015-07-15,0.49104860313580045,1
133,2015-07-16,0.49234694487479647,6
134,2015-07-17,0.4910941571704156,0
135,2015-07-20,0.4923857927784068,0
136,2015-07-21,0.49367088949946225,0
137,2015-07-22,0.4924242482807857,0
138,2015-07-23,0.4937027741358989,0
139,2015-07-24,0.49497504355690036,0
140,2015-07-27,0.49624067234464897,0
141,2015-07-28,0.49750002083312506,0
142,2015-07-29,0.4962594214071673,0
143,2015-07-30,0.4950250398068483,0
144,2015-07-31,0.49379652921423745,0
145,2015-08-03,0.49257426283197103,0
146,2015-08-04,0.49382716359152,0
147,2015-08-05,0.49261084273890177,0
148,2015-08-06,0.49140049973542876,0
149,2015-08-07,0.49019609075216874,0
150,2015-08-10,0.49144255096037137,1
151,2015-08-11,0.4926829319258924,0
152,2015-08-12,0.4939175749988155,0
153,2015-08-13,0.4951457835858205,0
154,2015-08-14,0.4939470269565347,0
155,2015-08-17,0.4951692324437752,0
156,2015-08-18,0.4939761950813677,0
157,2015-08-19,0.4951924558528882,0
158,2015-08-20,0.4964029397554963,0
159,2015-08-21,0.4976076737584044,0
160,2015-08-24,0.49880668484328283,0
161,2015-08-25,0.5,0
162,2015-08-26,0.49881235377752287,0
163,2015-08-27,0.49763034949534646,0
164,2015-08-28,0.49645396016343823,0
165,2015-08-31,0.49764152692587504,0
166,2015-09-01,0.4988235315828705,0
167,2015-09-02,0.5,1
168,2015-09-03,0.5011709580466124,0
169,2015-09-04,0.5023364315920735,0
170,2015-09-08,0.5034964465021092,0
171,2015-09-09,0.5046510286352462,0
172,2015-09-10,0.5034802222176187,0
173,2015-09-11,0.5023147982767848,0
174,2015-09-14,0.503464147803817,0
175,2015-09-15,0.504608164450626,0
176,2015-09-16,0.5034482211936542,0
177,2015-09-17,0.5022935618946309,0
178,2015-09-18,0.5011441627626083,0
179,2015-09-21,0.5022830891551748,0
180,2015-09-22,0.5034168033043726,0
181,2015-09-23,0.5045453293304605,0
182,2015-09-24,0.5056686913441946,0
183,2015-09-25,0.5045247633548686,0
184,2015-09-28,0.5056431012364686,0
185,2015-09-29,0.5067567530509883,0
186,2015-09-30,0.5078651627071933,0
187,2015-10-01,0.5067264537593672,0
188,2015-10-02,0.5055926079171748,0
189,2015-10-05,0.5044641670880272,0
190,2015-10-06,0.5033407075257923,0
191,2015-10-07,0.5044443273928169,0
192,2015-10-08,0.5055430101554426,0
193,2015-10-09,0.5044246632563198,0
194,2015-10-12,0.5055185396963229,0
195,2015-10-13,0.5044051723586185,0
196,2015-10-14,0.5054942843360261,0
197,2015-10-15,0.5043858524204904,4
198,2015-10-16,0.5054702412509517,1
199,2015-10-19,0.5065502150676151,0
200,2015-10-20,0.5054464076667022,0
201,2015-10-21,0.5065217359139971,0
202,2015-10-22,0.5075921858257713,0
203,2015-10-23,0.5086580011644295,0
204,2015-10-26,0.5075593902717128,0
205,2015-10-27,0.50646551413443,0
206,2015-10-28,0.5053761368907599,0
207,2015-10-29,0.5042917400892997,0
208,2015-10-30,0.5053531145131267,0
209,2015-11-02,0.5042734002147855,0
210,2015-11-03,0.5053302884659827,0
211,2015-11-04,0.5042552164129563,0
212,2015-11-05,0.5031846703089822,0
213,2015-11-06,0.5042371867000284,0
214,2015-11-09,0.5031712048344694,0
215,2015-11-10,0.5042193091256957,0
216,2015-11-11,0.503157852748884,0
217,2015-11-12,0.5021008279733923,0
218,2015-11-13,0.5031446126260257,0
219,2015-11-16,0.5041840027547786,0
220,2015-11-17,0.5031314830635125,0
221,2015-11-18,0.5020833212770899,0
222,2015-11-19,0.5010394995418426,0
223,2015-11-20,0.5020746768898923,0
224,2015-11-23,0.5010351952082397,0
225,2015-11-24,0.5,0
226,2015-11-25,0.5010309263741437,0
227,2015-11-27,0.5,0
228,2015-11-30,0.4989733073978082,0
229,2015-12-01,0.5,0
230,2015-12-02,0.49897750653782413,0
231,2015-12-03,0.4979591950065402,0
232,2015-12-04,0.49898167146910266,0
233,2015-12-07,0.4979674908702211,0
234,2015-12-08,0.498985802607975,0
235,2015-12-09,0.49797571956202213,0
236,2015-12-10,0.49898990036404367,0
237,2015-12-11,0.5,0
238,2015-12-14,0.5010060348596818,0
239,2015-12-15,0.5,0
240,2015-12-16,0.5010020026666527,0
241,2015-12-17,0.5,0
242,2015-12-18,0.5009980026666527,0
243,2015-12-21,0.501992021332893,0
244,2015-12-22,0.5029820719966689,0
245,2015-12-23,0.5039681706526835,0
246,2015-12-24,0.5029702620889509,0
247,2015-12-28,0.5039524868384055,0
248,2015-12-29,0.5049308066174591,0
249,2015-12-30,0.5039369265110414,0
250,2015-12-31,0.504911433380494,0
251,2016-01-04,0.5058820815673682,0
252,2016-01-05,0.5068493117144559,0
253,2016-01-06,0.5078124950322154,4
254,2016-01-07,0.5068226087837318,2
255,2016-01-08,0.5077820962764039,0
256,2016-01-11,0.5087378571675197,0
257,2016-01-12,0.5077519331689833,0
258,2016-01-13,0.5067698227177408,0
259,2016-01-14,0.507722002980441,0
260,2016-01-15,0.5067437348056516,0
261,2016-01-18,0.5076923030232681,0
262,2016-01-19,0.5086372294871924,0
263,2016-01-20,0.5076628306511567,4
264,2016-01-21,0.508604200004042,0
265,2016-01-22,0.5095419758881953,0
266,2016-01-25,0.5104761787928774,0
267,2016-01-26,0.5114068290525824,0
268,2016-01-27,0.5123339468485053,0
269,2016-01-28,0.5132575522099371,0
270,2016-01-29,0.5122873158833726,0
271,2016-02-01,0.5132075239756793,0
272,2016-02-02,0.5122410361840903,0
273,2016-02-03,0.5131578718896084,0
274,2016-02-04,0.5140712666664776,0
275,2016-02-05,0.5149812398074103,0
276,2016-02-08,0.5158878104618012,0
277,2016-02-09,0.514925340032348,0
278,2016-02-10,0.5139664533763317,0
279,2016-02-11,0.5130111305716241,0
280,2016-02-12,0.5139146301008635,0
281,2016-02-16,0.5129629414401254,0
282,2016-02-17,0.5120147703264044,0
283,2016-02-18,0.511070097347884,0
284,2016-02-19,0.5119705172163576,0
285,2016-02-22,0.5128676261621943,0
286,2016-02-23,0.5119265888970368,0
287,2016-02-24,0.5128204922284478,0
288,2016-02-25,0.5118829818059039,0
289,2016-02-26,0.5109488923316263,0
290,2016-02-29,0.5100182051660369,0
291,2016-03-01,0.5109090783161089,0
292,2016-03-02,0.5099818415505637,0
293,2016-03-03,0.5108695528059501,0
294,2016-03-04,0.5099457409615339,0
295,2016-03-07,0.5090252636793893,0
296,2016-03-08,0.5099099005554399,0
297,2016-03-09,0.5089927987779758,0
298,2016-03-10,0.5080789895640854,0
299,2016-03-11,0.5089605665987879,0
300,2016-03-14,0.5080500844674136,0
301,2016-03-15,0.5071428536716543,0
302,2016-03-16,0.5080213854669209,0
303,2016-03-17,0.5071174343003666,0
304,2016-03-18,0.5062166939937862,0
305,2016-03-21,0.5053189482832294,0
306,2016-03-22,0.5061946880213523,0
